,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
779,780,111.0,0.0,USA,,35754555.0,47954,150.0,239.0,11000,39.0,16000.0,897.0,461.0,17871,6.8,Good
780,781,117.0,1.0,UK,80000000.0,43290977.0,75201,256.0,258.0,0,258.0,2000.0,1000.0,896.0,7053,6.6,Good
781,782,110.0,0.0,UK,40000000.0,33927476.0,19176,165.0,95.0,956,0.0,510.0,344.0,308.0,1976,5.7,Fair
782,783,96.0,1.0,USA,60000000.0,32122249.0,69319,138.0,105.0,846,11000.0,22000.0,394.0,236.0,22889,5.9,Fair
783,784,101.0,2.0,USA,60000000.0,40076438.0,73368,248.0,198.0,0,50.0,22000.0,14000.0,1000.0,38809,6.0,Fair
784,785,111.0,1.0,USA,60000000.0,32940507.0,54314,127.0,79.0,0,17.0,13000.0,968.0,652.0,16536,6.1,Good
785,786,117.0,0.0,UK,60000000.0,31670931.0,44099,143.0,210.0,0,456.0,21000.0,939.0,569.0,23745,6.7,Good
786,787,126.0,3.0,USA,60000000.0,30695227.0,45296,267.0,125.0,0,0.0,13000.0,10000.0,9000.0,34774,6.7,Good
787,788,152.0,1.0,USA,60000000.0,32522352.0,207287,822.0,149.0,15000,488.0,22000.0,11000.0,947.0,36897,7.9,Good
788,789,86.0,0.0,UK,,28424210.0,27517,74.0,77.0,470,25.0,13000.0,1000.0,265.0,14918,5.0,Fair
789,790,101.0,2.0,USA,87000000.0,26082914.0,51349,213.0,77.0,0,93.0,287.0,233.0,218.0,993,4.3,Fair
790,791,87.0,0.0,USA,60000000.0,29136626.0,97089,233.0,225.0,20000,124.0,865.0,441.0,77.0,1417,5.7,Fair
791,792,85.0,0.0,USA,60000000.0,26288320.0,36144,91.0,98.0,880,0.0,11000.0,102.0,82.0,11301,6.7,Good
792,793,130.0,0.0,UK,60000000.0,26616590.0,120416,857.0,172.0,10000,545.0,722.0,585.0,552.0,2525,6.7,Good
793,794,173.0,3.0,USA,220000000.0,623279547.0,995415,1722.0,703.0,123000,0.0,26000.0,21000.0,19000.0,87697,8.1,Excellent
794,795,104.0,0.0,USA,60000000.0,30063805.0,31788,243.0,117.0,0,293.0,780.0,265.0,256.0,2109,6.1,Good
795,796,121.0,0.0,Germany,50000000.0,22518325.0,63363,644.0,240.0,0,0.0,19000.0,972.0,854.0,22833,5.6,Fair
796,797,140.0,1.0,UK,60000000.0,13082288.0,35565,247.0,123.0,2000,23.0,11000.0,779.0,579.0,12634,6.6,Good
797,798,131.0,3.0,USA,60000000.0,18208078.0,57100,281.0,110.0,0,37.0,968.0,848.0,507.0,3012,6.9,Good
798,799,91.0,0.0,USA,65000000.0,14218868.0,14596,282.0,100.0,589,394.0,889.0,290.0,68.0,1262,4.8,Fair
799,800,118.0,0.0,USA,60000000.0,22451.0,41288,126.0,189.0,17000,167.0,20000.0,882.0,778.0,22447,6.2,Good
800,801,130.0,3.0,USA,60000000.0,31165421.0,107028,457.0,212.0,44000,91.0,5000.0,2000.0,1000.0,10247,6.0,Fair
801,802,90.0,1.0,USA,60000000.0,11802056.0,31640,109.0,127.0,791,48.0,973.0,400.0,196.0,1865,4.9,Fair
802,803,103.0,2.0,USA,30000000.0,25472967.0,44966,411.0,196.0,0,179.0,794.0,329.0,87.0,1467,5.6,Fair
803,804,122.0,0.0,USA,55000000.0,22362500.0,35599,195.0,115.0,641,2000.0,11000.0,1000.0,1000.0,15275,6.1,Good
804,805,106.0,3.0,Germany,60000000.0,17281832.0,60232,110.0,161.0,0,34.0,3000.0,1000.0,466.0,5329,6.1,Good
805,806,103.0,1.0,USA,60000000.0,19781879.0,53864,290.0,223.0,2000,436.0,19000.0,961.0,437.0,20881,4.8,Fair
806,807,107.0,2.0,UK,60000000.0,7605668.0,47320,188.0,181.0,12000,192.0,40000.0,2000.0,280.0,42683,5.5,Fair
807,808,156.0,3.0,Germany,60000000.0,4535117.0,38398,368.0,140.0,0,892.0,26000.0,368.0,102.0,26564,3.8,Bad
808,809,127.0,2.0,USA,35000000.0,4426297.0,22570,156.0,54.0,0,258.0,11000.0,708.0,617.0,12947,6.5,Good
809,810,119.0,1.0,China,68005000.0,,1212,9.0,14.0,426,3.0,879.0,107.0,22.0,1026,6.0,Fair
810,811,132.0,0.0,USA,80000000.0,10166502.0,18209,183.0,81.0,0,131.0,11000.0,298.0,242.0,12133,6.7,Good
811,812,108.0,0.0,USA,58000000.0,363024263.0,479047,1058.0,579.0,117000,84.0,16000.0,805.0,361.0,18239,8.1,Excellent
812,813,114.0,1.0,USA,60000000.0,12065985.0,16260,88.0,56.0,296,65.0,743.0,730.0,440.0,2367,4.9,Fair
813,814,133.0,0.0,USA,58800000.0,350123553.0,325264,916.0,490.0,112000,16000.0,14000.0,962.0,318.0,16277,7.3,Good
814,815,103.0,4.0,USA,58000000.0,80021740.0,47968,154.0,218.0,35000,11.0,2000.0,1000.0,543.0,5497,6.4,Good
815,816,22.0,1.0,USA,3000000.0,,24420,94.0,20.0,990,,870.0,558.0,271.0,2433,6.6,Good
816,817,95.0,1.0,USA,58000000.0,48291624.0,82819,263.0,142.0,0,70.0,970.0,834.0,512.0,2876,6.7,Good
817,818,90.0,0.0,USA,60000000.0,35231365.0,15517,85.0,57.0,500,32.0,1000.0,891.0,809.0,6299,3.6,Bad
818,819,87.0,1.0,USA,63000000.0,53715611.0,92106,171.0,84.0,2000,10.0,13000.0,1000.0,349.0,14574,5.7,Fair
819,820,114.0,8.0,USA,58000000.0,31199215.0,27664,120.0,186.0,472,0.0,142.0,117.0,110.0,589,6.0,Fair
820,821,119.0,4.0,USA,,,27019,143.0,53.0,0,153.0,12000.0,11000.0,11000.0,36167,4.9,Fair
821,822,103.0,2.0,USA,58000000.0,29580087.0,29523,121.0,133.0,0,30.0,963.0,935.0,727.0,3150,4.7,Fair
822,823,125.0,2.0,USA,58000000.0,44665963.0,159931,281.0,246.0,22000,189.0,1000.0,847.0,839.0,5081,6.3,Good
823,824,97.0,1.0,Germany,60000000.0,60128566.0,131447,410.0,253.0,19000,545.0,14000.0,1000.0,529.0,16098,5.9,Fair
824,825,125.0,0.0,USA,58000000.0,49875589.0,28807,273.0,144.0,0,143.0,1000.0,664.0,519.0,4416,5.9,Fair
825,826,30.0,0.0,USA,,,80025,238.0,46.0,0,,962.0,722.0,479.0,2558,7.0,Good
826,827,136.0,2.0,USA,57000000.0,60984028.0,259519,431.0,117.0,11000,138.0,18000.0,14000.0,9000.0,45271,7.5,Good
827,828,116.0,2.0,USA,70000000.0,36931089.0,70681,198.0,157.0,12000,51.0,11000.0,3000.0,622.0,16484,5.6,Fair
828,829,103.0,0.0,USA,57000000.0,51317350.0,78343,139.0,60.0,0,357.0,2000.0,663.0,40.0,2710,6.4,Good
829,830,97.0,2.0,USA,58000000.0,28328132.0,38298,147.0,117.0,782,420.0,4000.0,3000.0,455.0,9814,6.3,Good
830,831,96.0,1.0,USA,57000000.0,51774002.0,87745,331.0,287.0,18000,83.0,12000.0,1000.0,1000.0,16121,4.3,Fair
831,832,131.0,2.0,UK,57000000.0,25528495.0,28099,220.0,96.0,0,108.0,23000.0,243.0,58.0,23325,5.9,Fair
832,833,22.0,1.0,USA,,,26992,54.0,26.0,0,,883.0,701.0,676.0,4115,6.7,Good
833,834,95.0,0.0,Canada,56000000.0,113006880.0,66308,225.0,125.0,0,163.0,14000.0,799.0,650.0,16884,5.5,Fair
834,835,86.0,1.0,USA,56000000.0,45860039.0,53118,221.0,117.0,0,10.0,12000.0,795.0,348.0,14146,6.2,Good
835,836,142.0,0.0,USA,55000000.0,329691196.0,1251222,1398.0,149.0,59000,0.0,15000.0,294.0,194.0,15700,8.8,Excellent
836,837,92.0,0.0,USA,60000000.0,217326336.0,57276,146.0,131.0,0,25.0,1000.0,718.0,639.0,2847,5.2,Fair
837,838,108.0,2.0,USA,55000000.0,166225040.0,260442,507.0,150.0,0,116.0,22000.0,713.0,708.0,24286,7.0,Good
838,839,84.0,1.0,USA,55000000.0,141600000.0,119675,216.0,92.0,0,12.0,23000.0,2000.0,752.0,26754,6.6,Good
839,840,188.0,0.0,USA,55000000.0,134218018.0,126357,497.0,169.0,0,503.0,10000.0,593.0,467.0,12940,7.3,Good
840,841,95.0,1.0,USA,54000000.0,128769345.0,86556,99.0,57.0,960,293.0,851.0,773.0,744.0,3155,5.6,Fair
841,842,118.0,1.0,USA,70000000.0,177575142.0,244840,372.0,171.0,0,72.0,10000.0,975.0,681.0,13426,6.6,Good
842,843,92.0,0.0,USA,55000000.0,105263257.0,56168,103.0,53.0,5000,39.0,3000.0,562.0,458.0,4518,5.4,Fair
843,844,74.0,3.0,USA,55000000.0,104354205.0,162331,332.0,153.0,0,58.0,3000.0,864.0,729.0,5713,6.3,Good
844,845,134.0,0.0,USA,55000000.0,107100855.0,323353,527.0,491.0,65000,521.0,15000.0,535.0,186.0,16281,7.9,Good
845,846,101.0,2.0,USA,55000000.0,98711404.0,127571,207.0,247.0,0,189.0,15000.0,11000.0,7000.0,39822,6.3,Good
846,847,100.0,0.0,USA,50000000.0,100328194.0,85903,92.0,26.0,0,52.0,795.0,419.0,394.0,2638,6.0,Fair
847,848,132.0,0.0,USA,55000000.0,101530738.0,229574,436.0,292.0,56000,845.0,18000.0,17000.0,683.0,37605,7.2,Good
848,849,105.0,2.0,USA,55000000.0,93815117.0,68417,242.0,114.0,0,61.0,5000.0,827.0,708.0,7184,5.1,Fair
849,850,123.0,0.0,USA,53000000.0,91400000.0,81026,194.0,82.0,0,12000.0,18000.0,10000.0,665.0,30132,7.3,Good
850,851,117.0,0.0,USA,55000000.0,162586036.0,338383,611.0,201.0,32000,125.0,10000.0,617.0,168.0,11036,8.0,Good
851,852,98.0,1.0,USA,55000000.0,89706988.0,126746,600.0,231.0,0,124.0,931.0,507.0,354.0,2287,6.2,Good
852,853,128.0,0.0,USA,55000000.0,83000000.0,36587,95.0,55.0,0,272.0,2000.0,812.0,383.0,3888,6.0,Fair
853,854,114.0,1.0,Germany,55000000.0,78745923.0,94407,322.0,110.0,0,52.0,12000.0,702.0,539.0,13905,6.7,Good
854,855,111.0,0.0,USA,30000000.0,70098138.0,735784,2105.0,354.0,13000,16000.0,926.0,890.0,640.0,3983,8.1,Excellent
855,856,85.0,2.0,USA,55000000.0,66365290.0,56874,358.0,140.0,0,0.0,21000.0,860.0,490.0,22458,6.4,Good
856,857,44.0,4.0,USA,1400000.0,,63982,181.0,77.0,0,,847.0,440.0,72.0,1359,8.4,Excellent
857,858,137.0,0.0,USA,30000000.0,66207920.0,512749,935.0,304.0,0,16000.0,890.0,387.0,348.0,1959,8.0,Good
858,859,97.0,1.0,USA,55000000.0,63408614.0,75365,149.0,45.0,0,96.0,13000.0,549.0,403.0,14432,6.3,Good
859,860,104.0,3.0,USA,55000000.0,58422650.0,78974,173.0,49.0,8000,0.0,13000.0,11000.0,812.0,25599,6.4,Good
860,861,110.0,2.0,USA,55000000.0,56932305.0,96690,293.0,146.0,0,9.0,485.0,110.0,95.0,939,6.6,Good
861,862,133.0,0.0,USA,55000000.0,68750000.0,40858,144.0,60.0,0,53.0,1000.0,780.0,263.0,2916,6.4,Good
862,863,94.0,1.0,USA,55000000.0,68218041.0,67191,108.0,189.0,14000,70.0,1000.0,549.0,497.0,2820,6.0,Fair
863,864,104.0,0.0,USA,55000000.0,25040293.0,88049,279.0,206.0,0,50.0,5000.0,962.0,947.0,7247,6.6,Good
864,865,91.0,1.0,USA,55000000.0,55747724.0,18042,73.0,118.0,0,39.0,1000.0,591.0,562.0,3104,5.9,Fair
865,866,145.0,0.0,USA,50000000.0,55473600.0,207686,776.0,210.0,0,21000.0,534.0,273.0,243.0,1543,6.4,Good
866,867,135.0,1.0,USA,55000000.0,49994804.0,29205,194.0,76.0,0,317.0,57.0,40.0,34.0,164,6.3,Good
867,868,122.0,2.0,UK,55000000.0,41609593.0,145422,572.0,149.0,0,287.0,22000.0,2000.0,135.0,24270,7.3,Good
868,869,110.0,0.0,USA,55000000.0,38553833.0,46239,155.0,62.0,0,81.0,1000.0,416.0,163.0,1752,6.8,Good
869,870,95.0,0.0,UK,55000000.0,76137505.0,49207,174.0,224.0,30000,17.0,838.0,722.0,594.0,3697,7.2,Good
870,871,102.0,4.0,USA,68000000.0,34350553.0,104066,207.0,265.0,15000,82.0,622.0,591.0,537.0,2488,5.7,Fair
871,872,94.0,1.0,USA,55000000.0,34238611.0,35830,321.0,135.0,0,607.0,933.0,518.0,215.0,2248,6.0,Fair
872,873,126.0,1.0,USA,55000000.0,34098563.0,27191,232.0,100.0,0,226.0,12000.0,509.0,241.0,13406,6.5,Good
873,874,118.0,2.0,USA,55000000.0,33828318.0,44453,154.0,123.0,0,101.0,13000.0,390.0,327.0,14036,5.8,Fair
874,875,99.0,3.0,USA,55000000.0,33472850.0,67005,119.0,164.0,0,3.0,8000.0,509.0,490.0,10026,5.8,Fair
875,876,88.0,0.0,UK,55000000.0,31051126.0,36877,101.0,238.0,0,91.0,4000.0,796.0,591.0,6254,6.7,Good
876,877,141.0,0.0,USA,55000000.0,35707327.0,199056,387.0,264.0,14000,16000.0,11000.0,963.0,539.0,12840,7.8,Good
877,878,107.0,1.0,USA,50000000.0,20550712.0,40346,95.0,47.0,1000,99.0,18000.0,11000.0,581.0,31014,5.6,Fair
878,879,116.0,3.0,USA,55000000.0,18573791.0,38533,89.0,50.0,0,12000.0,22000.0,617.0,552.0,24618,5.8,Fair
879,880,143.0,0.0,UK,70000000.0,51225796.0,96654,2047.0,153.0,0,541.0,18000.0,893.0,530.0,20660,7.4,Good
880,881,114.0,1.0,UK,55000000.0,16264475.0,54787,216.0,202.0,0,159.0,13000.0,2000.0,877.0,16899,6.9,Good
881,882,93.0,0.0,USA,62000000.0,25857987.0,110614,532.0,178.0,0,45.0,9000.0,460.0,352.0,10185,5.5,Fair
882,883,280.0,0.0,USA,56000000.0,12870569.0,13215,497.0,84.0,953,33.0,789.0,640.0,67.0,1671,6.3,Good
883,884,100.0,0.0,USA,71000000.0,11466088.0,8983,84.0,44.0,316,0.0,995.0,879.0,745.0,3952,4.7,Fair
884,885,107.0,2.0,USA,55000000.0,16088610.0,10417,39.0,93.0,610,11.0,939.0,605.0,506.0,3742,5.6,Fair
885,886,119.0,4.0,USA,50000000.0,51178893.0,24285,110.0,277.0,10000,33.0,3000.0,2000.0,518.0,6089,6.4,Good
886,887,95.0,0.0,UK,57000000.0,6768055.0,11148,229.0,76.0,437,906.0,956.0,579.0,287.0,2260,4.2,Fair
887,888,119.0,1.0,USA,55000000.0,39440655.0,61680,222.0,197.0,19000,59.0,2000.0,828.0,676.0,4315,6.4,Good
888,889,133.0,1.0,France,47000000.0,6167817.0,62607,239.0,186.0,0,0.0,226.0,52.0,46.0,405,7.7,Good
889,890,152.0,0.0,UK,2000000.0,,67822,207.0,103.0,0,0.0,617.0,367.0,177.0,1403,7.7,Good
890,891,96.0,1.0,USA,55000000.0,,19706,142.0,66.0,448,13.0,13000.0,854.0,534.0,15803,5.3,Fair
891,892,117.0,1.0,USA,54000000.0,81645152.0,158267,559.0,224.0,0,0.0,12000.0,919.0,845.0,15371,6.7,Good
892,893,123.0,1.0,USA,55000000.0,69951824.0,232710,599.0,202.0,26000,125.0,10000.0,3000.0,835.0,14727,7.7,Good
893,894,92.0,3.0,USA,55000000.0,9483821.0,39247,131.0,279.0,10000,394.0,13000.0,11000.0,565.0,25418,5.7,Fair
894,895,170.0,1.0,USA,54000000.0,66676062.0,267980,545.0,110.0,0,0.0,14000.0,1000.0,889.0,16949,7.6,Good
895,896,123.0,0.0,USA,57000000.0,26838389.0,58658,495.0,190.0,0,488.0,5000.0,4000.0,2000.0,12700,6.4,Good
896,897,110.0,1.0,USA,54000000.0,75604320.0,68417,195.0,136.0,0,94.0,277.0,245.0,240.0,847,5.6,Fair
897,898,116.0,4.0,USA,54000000.0,108200000.0,76331,269.0,121.0,0,44.0,593.0,467.0,420.0,2908,6.8,Good
898,899,121.0,0.0,USA,54000000.0,5660084.0,41620,418.0,131.0,2000,102.0,117.0,62.0,43.0,286,2.4,Bad
899,900,128.0,0.0,Germany,55000000.0,7221458.0,20740,178.0,127.0,0,234.0,14000.0,12000.0,581.0,27614,6.2,Good
900,901,99.0,0.0,Germany,46000000.0,70327868.0,58416,301.0,160.0,0,309.0,23000.0,1000.0,577.0,26527,5.9,Fair
901,902,94.0,1.0,USA,50000000.0,58297830.0,86347,191.0,78.0,0,383.0,4000.0,808.0,753.0,6017,7.1,Good
902,903,127.0,1.0,USA,52500000.0,57386369.0,224013,2319.0,209.0,10000,1000.0,1000.0,691.0,653.0,2601,7.6,Good
903,904,89.0,1.0,USA,53000000.0,45207112.0,21283,190.0,98.0,361,17.0,12000.0,708.0,303.0,13390,5.5,Fair
904,905,123.0,7.0,USA,53000000.0,62563543.0,115216,289.0,391.0,44000,108.0,40000.0,19000.0,3000.0,63769,7.0,Good
905,906,135.0,0.0,USA,90000000.0,33574332.0,101221,415.0,279.0,0,16000.0,23000.0,638.0,310.0,24468,7.1,Good
906,907,118.0,0.0,USA,50000000.0,73343413.0,217480,429.0,216.0,21000,473.0,18000.0,1000.0,963.0,22517,7.4,Good
907,908,189.0,0.0,USA,53000000.0,25031037.0,155496,532.0,250.0,0,0.0,16000.0,3000.0,1000.0,22186,7.6,Good
908,909,172.0,1.0,USA,55000000.0,22843047.0,6082,207.0,78.0,853,438.0,852.0,637.0,466.0,2397,5.9,Fair
909,910,124.0,1.0,USA,55000000.0,5755286.0,18310,63.0,106.0,672,161.0,21000.0,3000.0,681.0,26334,5.9,Fair
910,911,141.0,0.0,USA,52000000.0,164435221.0,525801,667.0,194.0,15000,14000.0,29000.0,15000.0,3000.0,48153,8.0,Good
911,912,157.0,0.0,USA,40000000.0,95720716.0,216032,640.0,558.0,39000,0.0,1000.0,1000.0,304.0,2759,7.4,Good
912,913,106.0,1.0,USA,52000000.0,118683135.0,102167,483.0,183.0,0,235.0,4000.0,957.0,931.0,8315,5.8,Fair
913,914,108.0,1.0,USA,52000000.0,143704210.0,145974,611.0,238.0,10000,58.0,14000.0,11000.0,838.0,26002,6.3,Good
914,915,125.0,12.0,USA,52000000.0,110476776.0,95437,211.0,186.0,9000,0.0,14000.0,12000.0,11000.0,45696,5.7,Fair
915,916,107.0,5.0,USA,50000000.0,80270227.0,66382,612.0,144.0,0,422.0,631.0,534.0,379.0,2297,5.1,Fair
916,917,215.0,0.0,USA,52000000.0,36385763.0,138941,1448.0,156.0,0,0.0,648.0,568.0,463.0,1937,7.6,Good
917,918,118.0,2.0,USA,52000000.0,37035845.0,136680,149.0,215.0,13000,71.0,16000.0,10000.0,634.0,28045,6.4,Good
918,919,118.0,1.0,UK,52000000.0,34580635.0,100743,549.0,140.0,0,869.0,134.0,27.0,21.0,209,7.4,Good
919,920,178.0,2.0,USA,52000000.0,42438300.0,333542,533.0,133.0,11000,17000.0,22000.0,721.0,574.0,24183,8.2,Excellent
920,921,92.0,1.0,France,52000000.0,23324666.0,97775,211.0,203.0,0,180.0,211.0,135.0,75.0,488,6.5,Good
921,922,104.0,3.0,USA,52000000.0,23020488.0,42324,180.0,127.0,846,13.0,961.0,691.0,343.0,2422,5.5,Fair
922,923,116.0,1.0,USA,51000000.0,90567722.0,185878,481.0,155.0,0,101.0,889.0,624.0,79.0,1711,6.5,Good
923,924,90.0,1.0,Germany,51000000.0,72601713.0,21396,155.0,98.0,605,176.0,677.0,560.0,523.0,2055,5.6,Fair
924,925,93.0,0.0,USA,,35092918.0,15740,110.0,71.0,1000,14.0,2000.0,1000.0,728.0,5468,4.9,Fair
925,926,130.0,2.0,USA,50000000.0,296623634.0,220758,919.0,299.0,13000,129.0,21000.0,17000.0,12000.0,64040,4.6,Fair
926,927,90.0,1.0,USA,60000000.0,267652016.0,467113,945.0,212.0,0,80.0,145.0,50.0,21.0,275,7.9,Good
927,928,106.0,2.0,USA,50200000.0,62453315.0,200035,407.0,413.0,36000,53.0,13000.0,963.0,593.0,14607,7.1,Good
928,929,155.0,0.0,USA,48000000.0,165500000.0,145257,322.0,67.0,0,58.0,25000.0,11000.0,720.0,38518,6.9,Good
929,930,139.0,0.0,USA,50000000.0,153620822.0,189923,318.0,109.0,0,488.0,10000.0,743.0,597.0,12182,7.3,Good
930,931,112.0,1.0,USA,50000000.0,218628680.0,471644,623.0,457.0,74000,3000.0,15000.0,3000.0,1000.0,21773,7.0,Good
931,932,139.0,0.0,USA,50000000.0,147637474.0,224671,470.0,156.0,11000,274.0,625.0,440.0,285.0,1474,7.7,Good
932,933,115.0,1.0,USA,50000000.0,135014968.0,80580,375.0,55.0,0,293.0,49000.0,22000.0,878.0,74382,6.7,Good
933,934,143.0,2.0,USA,50000000.0,2175312.0,131227,346.0,272.0,41000,285.0,11000.0,8000.0,7000.0,28176,6.3,Good
934,935,96.0,1.0,USA,50000000.0,126203320.0,110432,309.0,117.0,0,65.0,12000.0,11000.0,828.0,26826,5.8,Fair
935,936,112.0,0.0,USA,50000000.0,126975169.0,287822,849.0,539.0,37000,14000.0,1000.0,560.0,417.0,3388,7.1,Good
936,937,131.0,0.0,USA,52000000.0,125548685.0,135246,498.0,169.0,0,0.0,8000.0,883.0,658.0,10003,7.3,Good
937,938,116.0,2.0,USA,50000000.0,105807520.0,156717,357.0,140.0,0,80.0,11000.0,1000.0,651.0,14087,6.4,Good
938,939,112.0,2.0,USA,50000000.0,191616238.0,258186,322.0,330.0,24000,97.0,17000.0,920.0,584.0,19428,7.1,Good
939,940,123.0,0.0,USA,60000000.0,105264608.0,239752,406.0,120.0,11000,277.0,11000.0,10000.0,4000.0,25697,7.6,Good
940,941,104.0,1.0,USA,70000000.0,97680195.0,271691,243.0,190.0,0,235.0,14000.0,11000.0,1000.0,29505,6.8,Good
941,942,107.0,2.0,USA,50000000.0,126088877.0,33354,110.0,177.0,10000,43.0,12000.0,919.0,569.0,14569,6.6,Good
942,943,124.0,2.0,USA,50000000.0,91030827.0,46482,252.0,65.0,0,0.0,8000.0,818.0,701.0,9988,6.7,Good
943,944,96.0,2.0,USA,50000000.0,150315155.0,54010,130.0,145.0,13000,51.0,8000.0,2000.0,322.0,10886,6.1,Good
944,945,125.0,1.0,USA,50000000.0,127997349.0,101178,779.0,321.0,90000,252.0,40000.0,11000.0,10000.0,62837,6.0,Fair
945,946,129.0,2.0,USA,45000000.0,88504640.0,273108,646.0,230.0,0,0.0,18000.0,412.0,277.0,19148,7.6,Good
946,947,90.0,1.0,USA,50000000.0,81517441.0,111368,394.0,143.0,0,241.0,1000.0,495.0,416.0,3148,7.1,Good
947,948,109.0,0.0,USA,50000000.0,81022333.0,34471,147.0,55.0,0,155.0,426.0,387.0,293.0,1761,5.0,Fair
948,949,124.0,3.0,USA,,75621915.0,111003,199.0,257.0,22000,488.0,19000.0,13000.0,1000.0,36873,7.1,Good
949,950,121.0,0.0,USA,50000000.0,79948113.0,186879,791.0,279.0,0,295.0,12000.0,748.0,329.0,13421,6.2,Good
950,951,95.0,2.0,USA,50000000.0,88658172.0,58412,242.0,143.0,2000,9.0,14000.0,11000.0,11000.0,37967,5.6,Fair
951,952,128.0,0.0,USA,,75888270.0,71153,560.0,196.0,0,62.0,6000.0,989.0,874.0,10163,5.4,Fair
952,953,118.0,7.0,USA,50000000.0,84244877.0,375456,292.0,310.0,44000,43.0,33000.0,15000.0,7000.0,57426,7.4,Good
953,954,80.0,0.0,USA,35000000.0,75367693.0,58961,232.0,116.0,795,12.0,13000.0,258.0,58.0,13430,5.0,Fair
954,955,99.0,1.0,USA,60000000.0,73701902.0,27548,209.0,105.0,0,148.0,2000.0,843.0,660.0,6729,5.2,Fair
955,956,133.0,1.0,USA,50000000.0,75605492.0,283563,312.0,419.0,27000,152.0,22000.0,18000.0,11000.0,53094,7.6,Good
956,957,127.0,3.0,USA,50000000.0,67823573.0,91176,130.0,64.0,0,249.0,18000.0,11000.0,808.0,30383,6.6,Good
957,958,106.0,0.0,UK,50000000.0,91439400.0,200647,384.0,359.0,24000,174.0,14000.0,664.0,660.0,16967,7.0,Good
958,959,98.0,3.0,USA,65000000.0,67128202.0,43328,110.0,166.0,0,99.0,12000.0,536.0,433.0,14007,5.7,Fair
959,960,132.0,1.0,USA,54000000.0,70496802.0,791783,2042.0,525.0,48000,160.0,20000.0,979.0,443.0,22417,8.2,Excellent
960,961,114.0,2.0,USA,50000000.0,60470220.0,81444,192.0,165.0,955,71.0,154.0,131.0,55.0,428,6.2,Good
961,962,45.0,2.0,UK,,,1824,9.0,2.0,0,,416.0,171.0,132.0,1816,7.9,Good
962,963,78.0,0.0,USA,50000000.0,58336565.0,12845,118.0,87.0,624,5.0,8000.0,2000.0,1000.0,11124,6.6,Good
963,964,101.0,1.0,USA,50000000.0,66002004.0,36431,168.0,117.0,1000,23.0,660.0,651.0,541.0,2177,4.7,Fair
964,965,113.0,0.0,USA,50000000.0,54997476.0,40362,248.0,113.0,970,39.0,1000.0,912.0,477.0,3341,6.3,Good
965,966,98.0,2.0,Germany,50000000.0,55682070.0,159868,304.0,349.0,45000,75.0,10000.0,520.0,467.0,11946,6.1,Good
966,967,124.0,0.0,USA,50000000.0,52752475.0,63067,533.0,152.0,0,213.0,838.0,593.0,372.0,2583,6.7,Good
967,968,109.0,1.0,USA,60000000.0,55092830.0,195043,329.0,288.0,27000,154.0,15000.0,348.0,144.0,15608,6.1,Good
968,969,128.0,0.0,USA,50000000.0,50815288.0,109188,625.0,358.0,0,79.0,13000.0,903.0,414.0,14747,7.0,Good
969,970,144.0,0.0,USA,50000000.0,52822418.0,47764,219.0,204.0,44000,0.0,769.0,726.0,681.0,3580,7.4,Good
970,971,95.0,1.0,USA,50000000.0,50150619.0,45580,102.0,156.0,18000,34.0,17000.0,995.0,679.0,19513,7.3,Good
971,972,105.0,1.0,USA,50000000.0,48745150.0,50170,306.0,171.0,773,12.0,87000.0,11000.0,935.0,101383,5.8,Fair
972,973,121.0,0.0,USA,50000000.0,50007168.0,39529,142.0,76.0,1000,16000.0,16000.0,1000.0,826.0,19139,6.7,Good
973,974,125.0,1.0,USA,50000000.0,48154732.0,60326,142.0,97.0,2000,0.0,10000.0,2000.0,957.0,15569,5.8,Fair
974,975,129.0,1.0,USA,50000000.0,48265581.0,261069,506.0,157.0,25000,21000.0,495.0,294.0,283.0,1397,7.8,Good
975,976,132.0,0.0,Canada,50000000.0,46982632.0,172792,1740.0,267.0,0,50.0,992.0,495.0,368.0,1933,6.6,Good
976,977,118.0,1.0,USA,50000000.0,44737059.0,48322,261.0,118.0,0,41.0,18000.0,4000.0,585.0,24024,6.5,Good
977,978,113.0,7.0,USA,50000000.0,56724080.0,172112,181.0,291.0,39000,22.0,3000.0,1000.0,1000.0,8398,6.7,Good
978,979,140.0,2.0,Germany,50000000.0,44484065.0,107227,279.0,68.0,3000,473.0,18000.0,822.0,294.0,20152,7.3,Good
979,980,89.0,0.0,USA,50000000.0,47553512.0,54101,210.0,228.0,15000,77.0,490.0,298.0,159.0,1367,5.8,Fair
980,981,104.0,1.0,USA,55000000.0,42610000.0,60293,114.0,36.0,669,644.0,437.0,289.0,174.0,1093,5.5,Fair
981,982,106.0,0.0,USA,50000000.0,41482207.0,68428,148.0,105.0,0,287.0,16000.0,823.0,767.0,19610,6.3,Good
982,983,141.0,1.0,USA,50000000.0,47105085.0,136973,275.0,276.0,47000,71.0,21000.0,3000.0,3000.0,30183,7.4,Good
983,984,124.0,2.0,USA,50000000.0,41256277.0,46451,156.0,93.0,0,75.0,294.0,273.0,258.0,1289,5.9,Fair
